Name,Party,Riding,Province,Status,ElectionNum
"ALSTON, Claire ",No affiliation to a recognised party,VANCOUVER KINGSWAY,British Columbia,0,29
"AUGENFELD, Rebecca ",New Democratic Party,SHERBROOKE,Quebec,0,29
"BEAUDIN, Symone ",Progressive Conservative,SAINT-DENIS,Quebec,0,29
"BÉGIN, Monique ",Liberal,SAINT-MICHEL,Quebec,1,29
"BERGERON, Cécile ",Progressive Conservative,LOUIS-HÉBERT,Quebec,0,29
"BÉRUBÉ, Francine ",No affiliation to a recognised party,SAINT-HENRI,Quebec,0,29
"BILEY, Barbara Joan ",No affiliation to a recognised party,HALIFAX--EAST HANTS,Nova Scotia,0,29
"BIZZELL, Maggie ",No affiliation to a recognised party,SPADINA,Ontario,0,29
"BLANCHARD, Mathilda ",Independent,GLOUCESTER,New Brunswick,0,29
"BOYCE, Mary ",New Democratic Party,ST. PAUL'S,Ontario,0,29
"BRYAN, Gertrude ",No affiliation to a recognised party,PEACE RIVER,Alberta,0,29
"BURLEY, Jeannette-T. ",Progressive Conservative,VAUDREUIL,Quebec,0,29
"CASEY, Mary M. ",Liberal,HALIFAX--EAST HANTS,Nova Scotia,0,29
"CLAVET, Ghislaine ",Social Credit Party of Canada,LOUIS-HÉBERT,Quebec,0,29
"DEMERS, Claire ",No affiliation to a recognised party,SAINT-JACQUES,Quebec,0,29
"DEWITT, Ann ",New Democratic Party,DRUMMOND,Quebec,0,29
"DUNN, Margaret ",Liberal,ST. JOHN'S EAST,Newfoundland and Labrador,0,29
"DUSSAULT, Louisette ",No affiliation to a recognised party,SAINTE-MARIE,Quebec,0,29
"FORTIN, Carole ",New Democratic Party,HULL,Quebec,0,29
"GARNER, Edith ",Social Credit Party of Canada,VANCOUVER QUADRA,British Columbia,0,29
"GAUTHIER, Huguette-L. ",New Democratic Party,BONAVENTURE--ÎLES-DE-LA-MADELEINE,Quebec,0,29
"GLASHEEN, Lorette ",No affiliation to a recognised party,BURNABY--SEYMOUR,British Columbia,0,29
"GREGORY, Aline ",Independent,ROSEDALE,Ontario,0,29
"GUICHON, Mary ",Liberal,PALLISER,Alberta,0,29
"HAMELIN, Priscilla ",Social Credit Party of Canada,OTTAWA WEST,Ontario,0,29
"HILL, Elizabeth ",No affiliation to a recognised party,ST. PAUL'S,Ontario,0,29
"HOLSTEIN, Carolyn ",New Democratic Party,HALTON,Ontario,0,29
"JEWETT, Pauline ",New Democratic Party,OTTAWA WEST,Ontario,0,29
"KABAYAMA, Joan ",New Democratic Party,GRENVILLE--CARLETON,Ontario,0,29
"KLEE, Janina ",No affiliation to a recognised party,YORK EAST,Ontario,0,29
"LALONDE, Mariette ",New Democratic Party,BERTHIER,Quebec,0,29
"LECLERC, Marthe ",Progressive Conservative,KAMOURASKA,Quebec,0,29
"LEESON, Madge ",Social Credit Party of Canada,BATTLEFORD--KINDERSLEY,Saskatchewan,0,29
"LEPPERT, Peggy ",New Democratic Party,HAMILTON WEST,Ontario,0,29
"LÉVESQUE, Françoise ",No affiliation to a recognised party,HOCHELAGA,Quebec,0,29
"LEVITT, Kari ",New Democratic Party,DOLLARD,Quebec,0,29
"LEWIS, Hélène ",New Democratic Party,SAINT-MICHEL,Quebec,0,29
"L'HOSTIE, Monique ",No affiliation to a recognised party,AHUNTSIC,Quebec,0,29
"LLOYD-JONES, Mary ",New Democratic Party,FRONTENAC--LENNOX AND ADDINGTON,Ontario,0,29
"MACDONALD, Flora ",Progressive Conservative,KINGSTON AND THE ISLANDS,Ontario,1,29
"MACINNIS, Grace ",New Democratic Party,VANCOUVER KINGSWAY,British Columbia,1,29
"MACLEAN-EVANS, Una ",Liberal,EDMONTON EAST,Alberta,0,29
"MACPHERSON, Kay ",Independent,ST. PAUL'S,Ontario,0,29
"MAILLOUX, Francine ",New Democratic Party,RICHMOND,Quebec,0,29
"MALTON, Anne ",New Democratic Party,PARRY SOUND--MUSKOKA,Ontario,0,29
"MCCREADY, Margaret ",New Democratic Party,WELLINGTON,Ontario,0,29
"MCGOWAN, Gloria Jean Ann ",New Democratic Party,CROWFOOT,Alberta,0,29
"MÉTIVIER, Patricia ",Social Credit Party of Canada,SAINT-JACQUES,Quebec,0,29
"MORIN, Albanie ",Liberal,LOUIS-HÉBERT,Quebec,1,29
"MORTON, Peggy ",No affiliation to a recognised party,EDMONTON--STRATHCONA,Alberta,0,29
"NICHOLSON, A. ",Liberal,TRINITY,Ontario,0,29
"PELRINE, Eleanor ",New Democratic Party,EGLINTON,Ontario,0,29
"PICKETT, Virginia ",New Democratic Party,ANNAPOLIS VALLEY,Nova Scotia,0,29
"POTOSKI, Stephanie ",Liberal,YORKTON--MELVILLE,Saskatchewan,0,29
"POULIOT, Lisette ",No affiliation to a recognised party,LOUIS-HÉBERT,Quebec,0,29
"RIVERIN, Constance ",New Democratic Party,JOLIETTE,Quebec,0,29
"ROBICHAUD, Diane E. ",No affiliation to a recognised party,EDMONTON CENTRE,Alberta,0,29
"ROWLEY, Elizabeth ",No affiliation to a recognised party,EDMONTON--STRATHCONA,Alberta,0,29
"SAUVE, Jeanne ",Liberal,AHUNTSIC,Quebec,1,29
"SHACKLETON, Doris ",New Democratic Party,OTTAWA--CARLETON,Ontario,0,29
"SMITH, Jean ",New Democratic Party,DON VALLEY,Ontario,0,29
"STANTON, Françoise ",New Democratic Party,LOUIS-HÉBERT,Quebec,0,29
"STEEN, Anne ",Progressive Conservative,WINNIPEG NORTH,Manitoba,0,29
"ST-LOUIS, Mychèle ",New Democratic Party,GATINEAU,Quebec,0,29
"THATCHER, Peggie ",Liberal,REGINA EAST,Saskatchewan,0,29
"TRUDEL, Irène ",New Democratic Party,LABELLE,Quebec,0,29
"WALDMAN, Diane Lynne ",No affiliation to a recognised party,WINNIPEG SOUTH,Manitoba,0,29
"WALLACE, Beverley ",New Democratic Party,YORK--SUNBURY,New Brunswick,0,29
"WALSH, Jeannette ",No affiliation to a recognised party,LAURIER,Quebec,0,29
"WEARY, Shirley ",New Democratic Party,HURON,Ontario,0,29
"ALDERDICE, Kate A. ",Independent,EGLINTON,Ontario,0,30
"ANNAND, Bessie ",New Democratic Party,LETHBRIDGE,Alberta,0,30
"APPOLLONI, Ursula ",Liberal,YORK SOUTH,Ontario,1,30
"ASKIN, Peggy ",Marxist-Leninist Party,EDMONTON--STRATHCONA,Alberta,0,30
"AUDET, Sarah ",Social Credit Party of Canada,VAUDREUIL,Quebec,0,30
"AVERBACH, Leanne ",Marxist-Leninist Party,NEW WESTMINSTER,British Columbia,0,30
"BEAUDIN, Symone ",Progressive Conservative,OUTREMONT,Quebec,0,30
"BÉGIN, Monique ",Liberal,SAINT-MICHEL,Quebec,1,30
"BILEY, Barbara ",Marxist-Leninist Party,ETOBICOKE,Ontario,0,30
"BIZZELL, Maggie ",Communist Party of Canada,SPADINA,Ontario,0,30
"BOUCHER, Blanche ",Progressive Conservative,LOUIS-HÉBERT,Quebec,0,30
"BOURQUE, Lise ",Progressive Conservative,MAISONNEUVE--ROSEMONT,Quebec,0,30
"BOUZANE, Lilian ",Liberal,ST. JOHN'S WEST,Newfoundland and Labrador,0,30
"BOWERMAN, Joyce ",Progressive Conservative,ONTARIO,Ontario,0,30
"BOYLAN, Anne ",Marxist-Leninist Party,VANCOUVER SOUTH,British Columbia,0,30
"BRIXHE, Carol ",New Democratic Party,COCHRANE,Ontario,0,30
"CAMERON, Barbara ",Communist Party of Canada,ST. PAUL'S,Ontario,0,30
"CAMPAGNA, Anna C. ",Marxist-Leninist Party,SAINT-MICHEL,Quebec,0,30
"CAMPAGNOLO, Iona ",Liberal,SKEENA,British Columbia,1,30
"CAMPBELL, Coline ",Liberal,SOUTH WESTERN NOVA,Nova Scotia,1,30
"CAMPBELL, Mary ",No affiliation to a recognised party,MIDDLESEX--LONDON--LAMBTON,Ontario,0,30
"CARROLL, Dawn ",Marxist-Leninist Party,HAMILTON MOUNTAIN,Ontario,0,30
"COE, Yvonne ",New Democratic Party,SOUTH WESTERN NOVA,Nova Scotia,0,30
"COTTER, Evelyn ",New Democratic Party,PARKDALE,Ontario,0,30
"CROWLEY, Theresa ",Communist Party of Canada,KITCHENER,Ontario,0,30
"CRUISE, Maureen K. ",Marxist-Leninist Party,SPADINA,Ontario,0,30
"DAOUST, Françoise ",Marxist-Leninist Party,TERREBONNE,Quebec,0,30
"DEADMAN, Jeanne ",Marxist-Leninist Party,DON VALLEY,Ontario,0,30
"DEMERS, Claire ",Communist Party of Canada,SAINT-JACQUES,Quebec,0,30
"DENNIS, Susan ",Marxist-Leninist Party,BROADVIEW,Ontario,0,30
"DEWITT, Ann ",New Democratic Party,SAINT-HYACINTHE,Quebec,0,30
"DOBOSH, Olga ",Marxist-Leninist Party,YORK--SCARBOROUGH,Ontario,0,30
"DOYON, Gervaise ",New Democratic Party,JOLIETTE,Quebec,0,30
"DRAPEAU, Nicole ",New Democratic Party,LOTBINIÈRE,Quebec,0,30
"DUNN, Fern ",Liberal,CENTRAL NOVA,Nova Scotia,0,30
"ELFORD, Frances H. ",Liberal,VICTORIA,British Columbia,0,30
"FAHLMAN, Lila ",New Democratic Party,EDMONTON--STRATHCONA,Alberta,0,30
"FORTIN, Carole Campeau ",New Democratic Party,HULL,Quebec,0,30
"FRAIN, Marnie ",Marxist-Leninist Party,WINNIPEG SOUTH CENTRE,Manitoba,0,30
"GARNER, Edith ",Social Credit Party of Canada,VANCOUVER QUADRA,British Columbia,0,30
"GAUTHIER, Huguette-L. ",New Democratic Party,BONAVENTURE--ÎLES-DE-LA-MADELEINE,Quebec,0,30
"GREATBATCH, Jean ",Communist Party of Canada,OTTAWA WEST,Ontario,0,30
"GREENWELL, Betty ",Communist Party of Canada,VANCOUVER CENTRE,British Columbia,0,30
"GREGORY, Marg ",Progressive Conservative,NEW WESTMINSTER,British Columbia,0,30
"HADDAD, Judith T. ",Independent,OTTAWA--VANIER,Ontario,0,30
"HAQ, Ellen ",Marxist-Leninist Party,LONDON EAST,Ontario,0,30
"HAWKINS, Freda ",New Democratic Party,YORK WEST,Ontario,0,30
"HEALEY, Donna M. ",Liberal,LEEDS,Ontario,0,30
"HEMMINGWAY, Anne ",New Democratic Party,PEACE RIVER,Alberta,0,30
"HEMMINGWAY, L. ",New Democratic Party,MEDICINE HAT,Alberta,0,30
"HILL, Elizabeth ",Communist Party of Canada,HIGH PARK--HUMBER VALLEY,Ontario,0,30
"HODGINS, Lucille ",Progressive Conservative,HULL,Quebec,0,30
"HOLMES, Beatrice ",Social Credit Party of Canada,CUMBERLAND--COLCHESTER NORTH,Nova Scotia,0,30
"HOLT, Simma ",Liberal,VANCOUVER KINGSWAY,British Columbia,1,30
"HOUGH, Beatrice F. ",Communist Party of Canada,AHUNTSIC,Quebec,0,30
"JACKSON, Vera ",Independent,OUTREMONT,Quebec,0,30
"JACQUES, Lucille ",New Democratic Party,BEAUCE,Quebec,0,30
"JARBEAU, Norah ",Communist Party of Canada,EDMONTON CENTRE,Alberta,0,30
"KABAYAMA, Joan ",New Democratic Party,GRENVILLE--CARLETON,Ontario,0,30
"KARDASH, Mary ",Communist Party of Canada,WINNIPEG NORTH CENTRE,Manitoba,0,30
"KEHOE, Betty ",New Democratic Party,EGLINTON,Ontario,0,30
"KLEE, Janina ",Marxist-Leninist Party,PORT ARTHUR,Ontario,0,30
"KURCHAK, Marie ",Liberal,HASTINGS,Ontario,0,30
"LACHANCE, Marthe ",New Democratic Party,BELLECHASSE,Quebec,0,30
"LAJEUNESSE, Lise ",Social Credit Party of Canada,GAMELIN,Quebec,0,30
"LAKING, Janice ",Liberal,SIMCOE NORTH,Ontario,0,30
"LAPOINTE, Ginette ",Progressive Conservative,LASALLE--ÉMARD--CÔTE SAINT-PAUL,Quebec,0,30
"LAVIGNE, Francine ",Marxist-Leninist Party,AHUNTSIC,Quebec,0,30
"LE BRUN, Bernadette ",Communist Party of Canada,MAISONNEUVE--ROSEMONT,Quebec,0,30
"LEDOUX, Nicole ",Communist Party of Canada,TERREBONNE,Quebec,0,30
"LELOND, Maude A. ",New Democratic Party,MARQUETTE,Manitoba,0,30
"MACDONALD, Flora ",Progressive Conservative,KINGSTON AND THE ISLANDS,Ontario,1,30
"MACDONALD, Hughene ",New Democratic Party,ALGOMA,Ontario,0,30
"MACLEAN EVANS, Una ",Liberal,EDMONTON EAST,Alberta,0,30
"MACPHERSON, Kay ",New Democratic Party,YORK EAST,Ontario,0,30
"MAJOR, Ada ",Social Credit Party of Canada,PALLISER,Alberta,0,30
"MALLARONI, Gloria ",Communist Party of Canada,SAINT-MICHEL,Quebec,0,30
"MALTON, Anne ",New Democratic Party,PARRY SOUND--MUSKOKA,Ontario,0,30
"MARKS, June ",Progressive Conservative,SPADINA,Ontario,0,30
"MAROTTE, Gisel ",New Democratic Party,DRUMMOND,Quebec,0,30
"MCCREARY, Muriel ",New Democratic Party,CROWFOOT,Alberta,0,30
"MCDONALD, Nancy ",Communist Party of Canada,HAMILTON MOUNTAIN,Ontario,0,30
"MCELHILL, Mairi ",New Democratic Party,DAVENPORT,Ontario,0,30
"MÉLANSON, Micheline ",Marxist-Leninist Party,OUTREMONT,Quebec,0,30
"MÉNARD, Lise ",New Democratic Party,GATINEAU,Quebec,0,30
"MERCIER, Thérèse ",Social Credit Party of Canada,FRONTENAC,Quebec,0,30
"MÉTIVIER, Patricia ",Independent,LABELLE,Quebec,0,30
"MILLER, Dusty ",New Democratic Party,PORT ARTHUR,Ontario,0,30
"MOFFET, Lynda ",Progressive Conservative,DOLLARD,Quebec,0,30
"MOORE, Nola H. ",Marxist-Leninist Party,HAMILTON WEST,Ontario,0,30
"MORAND, Lydia ",Communist Party of Canada,LAFONTAINE,Quebec,0,30
"MORIN, Albanie ",Liberal,LOUIS-HÉBERT,Quebec,1,30
"MORTON, Peggy ",Marxist-Leninist Party,EDMONTON EAST,Alberta,0,30
"NICHOLSON, A. ",Liberal,TRINITY,Ontario,1,30
"NOBLE, Ann ",Independent,SPADINA,Ontario,0,30
"NUGENT, Christine A. ",Marxist-Leninist Party,YORK WEST,Ontario,0,30
"OLIVER, Jill ",New Democratic Party,WINNIPEG SOUTH,Manitoba,0,30
"PAQUET, Lucienne ",Independent,MONTMORENCY,Quebec,0,30
"PEEVERS, Linda ",No affiliation to a recognised party,PETERBOROUGH,Ontario,0,30
"POIRIER, Ginette ",Communist Party of Canada,MONTREAL--BOURASSA,Quebec,0,30
"RANKIN, Joan E. ",New Democratic Party,PERTH--WILMOT,Ontario,0,30
"RATHWELL, Gail Margaret ",Marxist-Leninist Party,KITCHENER,Ontario,0,30
"RICHARD, Colette ",New Democratic Party,CHICOUTIMI,Quebec,0,30
"ROBBINS, Ann ",New Democratic Party,HUMBER--ST. GEORGE'S--ST. BARBE,Newfoundland and Labrador,0,30
"ROBERGE, Micheline ",No affiliation to a recognised party,LANGELIER,Quebec,0,30
"ROBERTS, Marietta ",Liberal,ELGIN,Ontario,0,30
"ROBIDOUX, Christiane ",Marxist-Leninist Party,LAURIER,Quebec,0,30
"ROBINSON, Dianne ",Marxist-Leninist Party,FORT WILLIAM,Ontario,0,30
"ROWLEY, Elizabeth ",Communist Party of Canada,WINDSOR--WALKERVILLE,Ontario,0,30
"ROY, Françoise ",Marxist-Leninist Party,LAFONTAINE,Quebec,0,30
"SANDEMAN, Gill ",New Democratic Party,PETERBOROUGH,Ontario,0,30
"SARK, Doreen M. ",New Democratic Party,MALPEQUE,Prince Edward Island,0,30
"SAUVE, Jeanne ",Liberal,AHUNTSIC,Quebec,1,30
"SHACKLETON, Doris ",New Democratic Party,OTTAWA WEST,Ontario,0,30
"SHARP, Violet R. ",Social Credit Party of Canada,OKANAGAN BOUNDARY,British Columbia,0,30
"SHAW, Margaret ",Liberal,OSHAWA--WHITBY,Ontario,0,30
"SIMARD, Jacqueline ",New Democratic Party,LAC-SAINT-JEAN,Quebec,0,30
"SMITH, Jean ",New Democratic Party,DON VALLEY,Ontario,0,30
"STALKER, Grace ",Liberal,FRONTENAC--LENNOX AND ADDINGTON,Ontario,0,30
"STANTON, Françoise Gamache ",New Democratic Party,LOUIS-HÉBERT,Quebec,0,30
"STEEN, Anne ",Progressive Conservative,WINNIPEG NORTH,Manitoba,0,30
"STEVENSON, Sharon ",Marxist-Leninist Party,SCARBOROUGH EAST,Ontario,0,30
"SURICH, Susan ",New Democratic Party,KITCHENER,Ontario,0,30
"TAYLOR, Ethel ",New Democratic Party,RED DEER,Alberta,0,30
"THOMSON, Ginny ",Communist Party of Canada,TORONTO--LAKESHORE,Ontario,0,30
"TREMBLAY, Francine ",Marxist-Leninist Party,QUÉBEC-EST,Quebec,0,30
"TRUDEL, Irène ",New Democratic Party,LABELLE,Quebec,0,30
"TURNBULL, Linda ",Marxist-Leninist Party,SCARBOROUGH WEST,Ontario,0,30
"VIAU, Rita ",Marxist-Leninist Party,SHERBROOKE,Quebec,0,30
"WALDMAN, Diane Lynne ",Marxist-Leninist Party,REGINA--LAKE CENTRE,Saskatchewan,0,30
"WALLACE, Joan ",Liberal,BURNABY--RICHMOND--DELTA,British Columbia,0,30
"WALSH, Jeanette ",Communist Party of Canada,LAURIER,Quebec,0,30
"WEARY, Shirley ",New Democratic Party,HURON--MIDDLESEX,Ontario,0,30
"WEAVER, Jane ",New Democratic Party,EDMONTON WEST,Alberta,0,30
"WIGGENS, Thora E. ",New Democratic Party,PRINCE ALBERT,Saskatchewan,0,30
"WRIGHT, Frances ",Liberal,CALGARY CENTRE,Alberta,0,30
"ZWICKER, Cecilia ",Social Credit Party of Canada,SOUTH WESTERN NOVA,Nova Scotia,0,30
"APPEL, Bluma ",Liberal,NEPEAN--CARLETON,Ontario,0,31
"APPOLLONI, Ursula ",Liberal,YORK SOUTH--WESTON,Ontario,1,31
"ARNOLD, Carol ",Marxist-Leninist Party,EDMONTON--STRATHCONA,Alberta,0,31
"ASKIN, Peggy ",Marxist-Leninist Party,CALGARY EAST,Alberta,0,31
"AUDETTE, Murielle ",Social Credit Party of Canada,SHEFFORD,Quebec,0,31
"BÉDARD, Madeleine Piquette ",Social Credit Party of Canada,LAVAL,Quebec,0,31
"BÉGIN, Monique ",Liberal,SAINT-LÉONARD--ANJOU,Quebec,1,31
"BELAND, Susan Mary ",Marxist-Leninist Party,LONDON--MIDDLESEX,Ontario,0,31
"BERGERON, Olive Grégoire ",Union Populaire,LASALLE,Quebec,0,31
"BOURDON, Ginette ",New Democratic Party,CHÂTEAUGUAY,Quebec,0,31
"BOURGEOIS, Lida ",New Democratic Party,RICHMOND,Quebec,0,31
"BOURGEOIS, Sylvie ",Marxist-Leninist Party,DUVERNAY,Quebec,0,31
"BOUTET, Ginette ",Marxist-Leninist Party,CHAMBLY,Quebec,0,31
"BOYLAN, Ann ",Marxist-Leninist Party,HAMILTON--WENTWORTH,Ontario,0,31
"BRENNAN, T. Ann ",Liberal,CARLETON--CHARLOTTE,New Brunswick,0,31
"BREWIN, Gretchen ",New Democratic Party,VICTORIA,British Columbia,0,31
"BRISSON, Claire A. ",New Democratic Party,OUTREMONT,Quebec,0,31
"BRISSON, Renée ",New Democratic Party,PORTNEUF,Quebec,0,31
"BRONZATI, Vittoria ",Communist Party of Canada,SAINT-MICHEL,Quebec,0,31
"BROWN, Ida ",New Democratic Party,PONTIAC--GATINEAU--LABELLE,Quebec,0,31
"BUJOLD, Réjane Mame ",Parti Rhinocéros,PORTNEUF,Quebec,0,31
"BURKE, Gale ",New Democratic Party,BOW RIVER,Alberta,0,31
"CAIN, Linda ",Libertarian Party of Canada,EGLINTON--LAWRENCE,Ontario,0,31
"CAIN, Maureen ",Libertarian Party of Canada,TRINITY,Ontario,0,31
"CAMPAGNOLO, Iona ",Liberal,SKEENA,British Columbia,0,31
"CAMPBELL, Coline ",Liberal,SOUTH WEST NOVA,Nova Scotia,0,31
"CARDINAL, Ginette ",Marxist-Leninist Party,BERTHIER--MASKINONGÉ,Quebec,0,31
"CARNEY, Pat ",Progressive Conservative,VANCOUVER CENTRE,British Columbia,0,31
"CARRELL, Dawn ",Marxist-Leninist Party,ONTARIO,Ontario,0,31
"CHARTRAND, Simonne Monet ",Parti Rhinocéros,LONGUEUIL,Quebec,0,31
"CHASE-CHAPDELAINE, Elizabeth ",New Democratic Party,MERCIER,Quebec,0,31
"CHENEVERT, Marie Claude ",Parti Rhinocéros,BELLECHASSE,Quebec,0,31
"COMMANDEUR-LALOUX, Carole ",Marxist-Leninist Party,SAINT-LÉONARD--ANJOU,Quebec,0,31
"COOLS, Anne ",Liberal,ROSEDALE,Ontario,0,31
"COTÉ, Chatouille Sonia ",Parti Rhinocéros,LAURIER,Quebec,0,31
"COUPER, Moira ",New Democratic Party,HURON--BRUCE,Ontario,0,31
"DAGENAIS, Carol ",Marxist-Leninist Party,LONDON EAST,Ontario,0,31
"DAGENAIS, Suzanne ",Communist Party of Canada,BOURASSA,Quebec,0,31
"DANDENAULT, Christine ",Marxist-Leninist Party,GATINEAU,Quebec,0,31
"DAVIGNON, Monique ",Marxist-Leninist Party,SAINT-JEAN,Quebec,0,31
"DEMERS, Claire ",Communist Party of Canada,PAPINEAU,Quebec,0,31
"DENNIS, Susan ",Marxist-Leninist Party,SASKATOON WEST,Saskatchewan,0,31
"DEROME, Alice ",Union Populaire,SAINT-LÉONARD--ANJOU,Quebec,0,31
"DESJARDINS, Judith ",Union Populaire,ABITIBI,Quebec,0,31
"DESROSIERS, Lucie ",Union Populaire,LAURIER,Quebec,0,31
"DI CARLO, Anna ",Marxist-Leninist Party,CAMBRIDGE,Ontario,0,31
"DION, Carmen ",Union Populaire,LACHINE,Quebec,0,31
"DUBOIS, Danielle ",New Democratic Party,GAMELIN,Quebec,0,31
"DUMOUCHEL, Lyse ",Parti Rhinocéros,SHEFFORD,Quebec,0,31
"DURAND, Claire ",Communist Party of Canada,SAINT-JACQUES,Quebec,0,31
"EDWARDS, Lilliana ",Progressive Conservative,DAVENPORT,Ontario,0,31
"EROLA, Judy ",Liberal,NICKEL BELT,Ontario,0,31
"ESCOLA, Montserrat ",Communist Party of Canada,MERCIER,Quebec,0,31
"ÉTHIER, Jocelyne ",Marxist-Leninist Party,LAPRAIRIE,Quebec,0,31
"ÉTHIER, Lise ",Marxist-Leninist Party,TROIS-RIVIÈRES,Quebec,0,31
"FERLAND, Danielle ",Communist Party of Canada,HOCHELAGA--MAISONNEUVE,Quebec,0,31
"FERRON, Marie Filleque ",Parti Rhinocéros,GAMELIN,Quebec,0,31
"FINE, Marsha ",Marxist-Leninist Party,BRAMPTON--GEORGETOWN,Ontario,0,31
"FITZGERALD, Ruth ",Communist Party of Canada,ST. PAUL'S,Ontario,0,31
"FLETCHER, Paula ",Communist Party of Canada,WINNIPEG NORTH CENTRE,Manitoba,0,31
"FLOOD, Kathy ",Progressive Conservative,ESSEX--WINDSOR,Ontario,0,31
"FOGWILL, Lynn ",New Democratic Party,EDMONTON EAST,Alberta,0,31
"FORGUES, Lynda ",Marxist-Leninist Party,LOUIS-HÉBERT,Quebec,0,31
"FRAIN, Marnie ",Marxist-Leninist Party,WINNIPEG NORTH CENTRE,Manitoba,0,31
"FRASER, Katie ",Marxist-Leninist Party,NANAIMO--ALBERNI,British Columbia,0,31
"GAGNON-SIROIS, Marie-Ange ",New Democratic Party,HOCHELAGA--MAISONNEUVE,Quebec,0,31
"GATLEY, Jeanne ",Marxist-Leninist Party,YORK EAST,Ontario,0,31
"GAUTHIER, Huguette ",New Democratic Party,BONAVENTURE--ÎLES-DE-LA-MADELEINE,Quebec,0,31
"GIRVAN, Marnie ",New Democratic Party,NEPEAN--CARLETON,Ontario,0,31
"GODARD, Martine ",Union Populaire,BEAUHARNOIS--SALABERRY,Quebec,0,31
"GOMES, Elizabeth ",Liberal,OSHAWA,Ontario,0,31
"GORDON, Donna ",Marxist-Leninist Party,DON VALLEY EAST,Ontario,0,31
"GREGORY, Marg ",Progressive Conservative,NEW WESTMINSTER--COQUITLAM,British Columbia,0,31
"GRENIER, Georgette ",Social Credit Party of Canada,TERREBONNE,Quebec,0,31
"GUÉRIN, Henriette ",Progressive Conservative,OUTREMONT,Quebec,0,31
"GUTSCHER, Mary Lou ",Libertarian Party of Canada,VERDUN,Quebec,0,31
"HALLÉ, Andrée ",Parti Rhinocéros,JOLIETTE,Quebec,0,31
"HARRIS, Barbara ",Marxist-Leninist Party,VICTORIA--HALIBURTON,Ontario,0,31
"HERVIEUX-PAYETTE, Céline ",Liberal,MERCIER,Quebec,1,31
"HOLLOWAY, Peg ",Liberal,MISSISSAUGA SOUTH,Ontario,0,31
"HOLT, Simma ",Liberal,VANCOUVER KINGSWAY,British Columbia,0,31
"HOMBERT, Madeline J. ",Liberal,BOW RIVER,Alberta,0,31
"HUGHES, Patricia ",New Democratic Party,NIPISSING,Ontario,0,31
"HUNDAL, Kitti ",Marxist-Leninist Party,NORTH VANCOUVER--BURNABY,British Columbia,0,31
"HURD, Nancy ",Libertarian Party of Canada,OXFORD,Ontario,0,31
"IMBEAU, Denise ",Union Populaire,GASPÉ,Quebec,0,31
"JENKINS, Joan ",Communist Party of Canada,CALGARY WEST,Alberta,0,31
"JEWETT, Pauline ",New Democratic Party,NEW WESTMINSTER--COQUITLAM,British Columbia,1,31
"JONES, Maxine ",New Democratic Party,WINDSOR WEST,Ontario,0,31
"JONES, Rita ",Social Credit Party of Canada,PONTIAC--GATINEAU--LABELLE,Quebec,0,31
"JOYCE, Mary ",Marxist-Leninist Party,EDMONTON WEST,Alberta,0,31
"KASZAP, Margot ",Union Populaire,CHARLEVOIX,Quebec,0,31
"KILLENS, Thérèse ",Liberal,SAINT-MICHEL,Quebec,1,31
"KILLORAN, Judith ",Marxist-Leninist Party,SCARBOROUGH CENTRE,Ontario,0,31
"KOSOWAN, Carole ",Progressive Conservative,COCHRANE,Ontario,0,31
"LACHANCE, Eva Côté ",Liberal,RIMOUSKI,Quebec,0,31
"LADAS, Ann ",No affiliation to a recognised party,ROSEDALE,Ontario,0,31
"LAJEUNESSE, Lise ",Social Credit Party of Canada,MERCIER,Quebec,0,31
"LALANCETTE-DESCHAMPS, Colette ",New Democratic Party,SAINT-LÉONARD--ANJOU,Quebec,0,31
"LAMARRE, Patricia ",New Democratic Party,DRUMMOND,Quebec,0,31
"LAMB, Gaye ",New Democratic Party,SIMCOE SOUTH,Ontario,0,31
"LANAWAY, Marjorie ",New Democratic Party,OXFORD,Ontario,0,31
"LANGFORD, Carol ",New Democratic Party,SURREY--WHITE ROCK--NORTH DELTA,British Columbia,0,31
"LAPIERRE, Andrée Constance ",Parti Rhinocéros,KAMOURASKA--RIVIÈRE-DU-LOUP,Quebec,0,31
"LAWSON, Doreen A. ",Liberal,BURNABY,British Columbia,0,31
"LEBRUN, Bernadette ",Communist Party of Canada,ROSEMONT,Quebec,0,31
"LEFEBVRE-BROWN, Gertrude ",New Democratic Party,MISSISQUOI,Quebec,0,31
"LELIÈVRE, Diane Martin ",Union Populaire,SAINT-DENIS,Quebec,0,31
"LELOND, Maude ",New Democratic Party,PORTAGE--MARQUETTE,Manitoba,0,31
"LEMIEUX, Diane ",New Democratic Party,MONTMORENCY,Quebec,0,31
"LÉVESQUE, Francine ",Parti Rhinocéros,ROSEMONT,Quebec,0,31
"LLOYD, Linda ",Marxist-Leninist Party,WINNIPEG--ST. JAMES,Manitoba,0,31
